case_id,case_name,factor,level,difficulty,method,solution_hash,feasible,status,objective_value,objective_decision,processed_count,ordinary_count,precision_count,unprocessed_count,mean_utilization,max_utilization,run_seconds,intrinsic_block_value,ordinary_processing_increment,precision_processing_increment,same_precision_reward,precision_mismatch_penalty,cross_crack_loss
VALUE03,价值结构梯度3,value_structure,3,value_structure,MG,d362686e60a64edb,True,Feasible,2778.642951667583,1458.0,19,14,5,11,0.906031746031746,1.0,0.027293799999995372,1352.642951667583,1008.0,420.0,80.0,50.0,32.0
VALUE03,价值结构梯度3,value_structure,3,value_structure,MG-LS,d362686e60a64edb,True,Feasible,2778.642951667583,1458.0,19,14,5,11,0.906031746031746,1.0,1.0358272,1352.642951667583,1008.0,420.0,80.0,50.0,32.0
VALUE04,价值结构梯度4,value_structure,4,value_structure,VF,792681bc8c2f226a,True,Feasible,2394.642951667583,1074.0,19,14,5,11,0.906031746031746,1.0,0.0033740000000008763,1352.642951667583,504.0,480.0,200.0,110.0,32.0
VALUE04,价值结构梯度4,value_structure,4,value_structure,VDF,fbf568a3df928d5a,True,Feasible,2504.642951667583,1184.0,19,14,5,11,0.906031746031746,1.0,0.0014606000000014774,1352.642951667583,504.0,480.0,300.0,100.0,32.0
VALUE04,价值结构梯度4,value_structure,4,value_structure,MG,af7f81dfb81fd17d,True,Feasible,2754.642951667583,1434.0,19,14,5,11,0.9275629584029257,1.0,0.03853100000000609,1352.642951667583,504.0,480.0,500.0,50.0,32.0
VALUE04,价值结构梯度4,value_structure,4,value_structure,MG-LS,af7f81dfb81fd17d,True,Feasible,2754.642951667583,1434.0,19,14,5,11,0.9275629584029257,1.0,0.8648978999999954,1352.642951667583,504.0,480.0,500.0,50.0,32.0
VALUE05,价值结构梯度5,value_structure,5,value_structure,VF,792681bc8c2f226a,True,Feasible,1874.642951667583,554.0,19,14,5,11,0.906031746031746,1.0,0.0022026999999980035,1352.642951667583,504.0,480.0,120.0,550.0,32.0
VALUE05,价值结构梯度5,value_structure,5,value_structure,VDF,fbf568a3df928d5a,True,Feasible,1984.642951667583,664.0,19,14,5,11,0.906031746031746,1.0,0.0017743000000010056,1352.642951667583,504.0,480.0,180.0,500.0,32.0
VALUE05,价值结构梯度5,value_structure,5,value_structure,MG,6f9888dd8aa824a2,True,Feasible,1824.642951667583,504.0,14,14,0,16,0.5282539682539682,0.9523809523809523,0.021844999999999004,1352.642951667583,504.0,0.0,0.0,0.0,32.0
VALUE05,价值结构梯度5,value_structure,5,value_structure,MG-LS,6f9888dd8aa824a2,True,Feasible,1824.642951667583,504.0,14,14,0,16,0.5282539682539682,0.9523809523809523,0.1886253999999994,1352.642951667583,504.0,0.0,0.0,0.0,32.0
VALUE06,价值结构梯度6,value_structure,6,value_structure,VF,792681bc8c2f226a,True,Feasible,2575.642951667583,1255.0,19,14,5,11,0.906031746031746,1.0,0.005023000000001332,1352.642951667583,840.0,600.0,200.0,385.0,32.0
VALUE06,价值结构梯度6,value_structure,6,value_structure,VDF,5caa894afcb76c4c,True,Feasible,3050.642951667583,1730.0,19,14,5,11,0.906031746031746,1.0,0.0051441999999966015,1352.642951667583,840.0,600.0,500.0,210.0,32.0
VALUE06,价值结构梯度6,value_structure,6,value_structure,MG,d362686e60a64edb,True,Feasible,2985.642951667583,1665.0,19,14,5,11,0.906031746031746,1.0,0.04362940000000037,1352.642951667583,840.0,600.0,400.0,175.0,32.0
VALUE06,价值结构梯度6,value_structure,6,value_structure,MG-LS,d362686e60a64edb,True,Feasible,2985.642951667583,1665.0,19,14,5,11,0.906031746031746,1.0,0.9373890000000031,1352.642951667583,840.0,600.0,400.0,175.0,32.0
COMBO01,低难度组合：小规模、无裂缝、高性能、宽工期,input_combo,1,input_combo,VF,74a7d4546f5aba89,True,Feasible,1892.0,1292.0,12,5,7,0,0.4345238095238095,0.9375,0.0008482000000000767,600.0,240.0,672.0,480.0,100.0,0.0
COMBO01,低难度组合：小规模、无裂缝、高性能、宽工期,input_combo,1,input_combo,VDF,16bcbdb52a32dfd3,True,Feasible,1176.0,576.0,12,12,0,0,0.14285714285714285,0.7142857142857142,0.00047190000000085774,600.0,576.0,0.0,0.0,0.0,0.0
COMBO01,低难度组合：小规模、无裂缝、高性能、宽工期,input_combo,1,input_combo,MG,16bcbdb52a32dfd3,True,Feasible,1176.0,576.0,12,12,0,0,0.14285714285714285,0.7142857142857142,0.010694100000002038,600.0,576.0,0.0,0.0,0.0,0.0
COMBO01,低难度组合：小规模、无裂缝、高性能、宽工期,input_combo,1,input_combo,MG-LS,f510cf734c1fc1a4,True,Feasible,1892.0,1292.0,12,5,7,0,0.4345238095238095,0.9375,1.9853702999999996,600.0,240.0,672.0,480.0,100.0,0.0
COMBO02,较低难度组合：中小规模、轻裂缝、较高性能、较宽工期,input_combo,2,input_combo,VF,165afa7aa8de41f2,True,Feasible,2623.8701999307314,1682.0,20,11,9,0,0.5553662984302905,0.9523809523809524,0.0006196000000002755,953.8701999307314,528.0,864.0,540.0,250.0,12.0
COMBO02,较低难度组合：中小规模、轻裂缝、较高性能、较宽工期,input_combo,2,input_combo,VDF,6bf4d31d83303d16,True,Feasible,1901.8701999307314,960.0,20,20,0,0,0.3688042884579925,0.9523809523809527,0.0014892000000017447,953.8701999307314,960.0,0.0,0.0,0.0,12.0
COMBO02,较低难度组合：中小规模、轻裂缝、较高性能、较宽工期,input_combo,2,input_combo,MG,6bf4d31d83303d16,True,Feasible,1901.8701999307314,960.0,20,20,0,0,0.3688042884579925,0.9523809523809527,0.017060900000004153,953.8701999307314,960.0,0.0,0.0,0.0,12.0
COMBO02,较低难度组合：中小规模、轻裂缝、较高性能、较宽工期,input_combo,2,input_combo,MG-LS,7d70d0ee965b7664,True,Feasible,2785.8701999307314,1844.0,20,12,8,0,0.5605854181662348,0.8956580822494882,6.398627499999996,953.8701999307314,576.0,768.0,600.0,100.0,12.0
COMBO03,中等难度组合：中等规模、中等裂缝、中等偏高性能、正常工期,input_combo,3,input_combo,VF,af883737bdc436e0,True,Feasible,2813.6848736101842,1499.0,26,19,7,4,0.9718262493819912,1.0000000000000002,0.001839099999997984,1346.6848736101842,912.0,672.0,240.0,325.0,32.0
COMBO03,中等难度组合：中等规模、中等裂缝、中等偏高性能、正常工期,input_combo,3,input_combo,VDF,75cf47e96ba6dd7a,True,Feasible,2574.6848736101842,1260.0,25,20,5,5,0.8885090194232644,1.0000000000000002,0.0013372000000018147,1346.6848736101842,960.0,480.0,120.0,300.0,32.0
COMBO03,中等难度组合：中等规模、中等裂缝、中等偏高性能、正常工期,input_combo,3,input_combo,MG,36cd726f94196493,True,Feasible,2719.6848736101842,1405.0,25,20,5,5,0.8961169168053938,1.0000000000000002,0.04994080000000167,1346.6848736101842,960.0,480.0,240.0,275.0,32.0
COMBO03,中等难度组合：中等规模、中等裂缝、中等偏高性能、正常工期,input_combo,3,input_combo,MG-LS,b9780c1deddfa6cd,True,Feasible,3097.6848736101842,1783.0,25,19,6,5,0.9208873157902687,1.0000000000000002,5.213284399999999,1346.6848736101842,912.0,576.0,420.0,125.0,32.0
COMBO04,较高难度组合：中大规模、较多裂缝、中等性能、偏紧工期,input_combo,4,input_combo,VF,afd6e62238b1f567,True,Feasible,2340.722232394935,928.0,17,13,4,18,0.9014285714285715,1.0,0.001405699999999399,1472.722232394935,624.0,384.0,120.0,200.0,60.0
COMBO04,较高难度组合：中大规模、较多裂缝、中等性能、偏紧工期,input_combo,4,input_combo,VDF,c9ab1ea147c61eb2,True,Feasible,2365.722232394935,953.0,17,13,4,18,0.9014285714285715,1.0,0.0028027999999977737,1472.722232394935,624.0,384.0,120.0,175.0,60.0
COMBO04,较高难度组合：中大规模、较多裂缝、中等性能、偏紧工期,input_combo,4,input_combo,MG,10f9e0dcd56c3d32,True,Feasible,2475.722232394935,1063.0,17,13,4,18,0.9014285714285715,1.0,0.0351118000000028,1472.722232394935,624.0,384.0,180.0,125.0,60.0
COMBO04,较高难度组合：中大规模、较多裂缝、中等性能、偏紧工期,input_combo,4,input_combo,MG-LS,10f9e0dcd56c3d32,True,Feasible,2475.722232394935,1063.0,17,13,4,18,0.9014285714285715,1.0,0.9007063000000031,1472.722232394935,624.0,384.0,180.0,125.0,60.0
COMBO05,高难度组合：大规模、多裂缝、较低性能、紧工期,input_combo,5,input_combo,VF,03d869d7f8a6c589,True,Feasible,2263.7463057952295,403.0,9,7,2,39,0.8011904761904761,1.0,0.0032275000000083764,1956.7463057952295,336.0,192.0,0.0,125.0,96.0
COMBO05,高难度组合：大规模、多裂缝、较低性能、紧工期,input_combo,5,input_combo,VDF,40ca6825dd3ac119,True,Feasible,2213.7463057952295,353.0,9,7,2,39,0.8011904761904761,1.0,0.003990099999995778,1956.7463057952295,336.0,192.0,0.0,175.0,96.0
COMBO05,高难度组合：大规模、多裂缝、较低性能、紧工期,input_combo,5,input_combo,MG,90bd73582c5f6184,True,Feasible,2373.7463057952295,513.0,9,7,2,39,0.8011904761904761,1.0,0.033766099999994026,1956.7463057952295,336.0,192.0,60.0,75.0,96.0
COMBO05,高难度组合：大规模、多裂缝、较低性能、紧工期,input_combo,5,input_combo,MG-LS,90bd73582c5f6184,True,Feasible,2373.7463057952295,513.0,9,7,2,39,0.8011904761904761,1.0,1.4249448999999998,1956.7463057952295,336.0,192.0,60.0,75.0,96.0
COMBO06,极高难度组合：超大规模、密集裂缝、低性能、极紧工期,input_combo,6,input_combo,VF,818a73276aa3bc1b,True,Feasible,2361.357489132748,144.0,3,3,0,57,0.45396825396825397,1.0,0.009050999999999476,2317.357489132748,144.0,0.0,0.0,0.0,100.0
COMBO06,极高难度组合：超大规模、密集裂缝、低性能、极紧工期,input_combo,6,input_combo,VDF,818a73276aa3bc1b,True,Feasible,2361.357489132748,144.0,3,3,0,57,0.45396825396825397,1.0,0.00621959999999433,2317.357489132748,144.0,0.0,0.0,0.0,100.0
COMBO06,极高难度组合：超大规模、密集裂缝、低性能、极紧工期,input_combo,6,input_combo,MG,818a73276aa3bc1b,True,Feasible,2361.357489132748,144.0,3,3,0,57,0.45396825396825397,1.0,0.016015899999999306,2317.357489132748,144.0,0.0,0.0,0.0,100.0
COMBO06,极高难度组合：超大规模、密集裂缝、低性能、极紧工期,input_combo,6,input_combo,MG-LS,818a73276aa3bc1b,True,Feasible,2361.357489132748,144.0,3,3,0,57,0.45396825396825397,1.0,0.9169173000000086,2317.357489132748,144.0,0.0,0.0,0.0,100.0
