case_id,case_name,factor,level,scenario_id,scenario_name,method,solution_hash,scenario_objective_if_completed,deterministic_objective,objective_change,value_drop_ratio,feasible_under_scenario,unavailable_assignment_count,overtime_device_count,total_overtime,max_overtime,mean_utilization,max_utilization,intrinsic_block_value,ordinary_processing_increment,precision_processing_increment,same_precision_reward,precision_mismatch_penalty,cross_crack_loss
SCALE03,木板规模梯度3,board_scale,3,U1,普通设备降速,MG,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,0,2,0.7478991596638656,0.5420168067226889,0.9992530345471522,1.1204481792717087,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U2,精密设备降速,MG,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,0,2,1.625,1.125,1.0004761904761905,1.25,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U3,全设备降速,MG,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,0,4,1.7478991596638656,0.7941176470588234,1.065919701213819,1.1764705882352942,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U4,普通设备故障,MG,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,3,0,0.0,0.0,0.7460317460317459,1.0,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U5,精密设备故障,MG,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,2,0,0.0,0.0,0.7282539682539683,1.0,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U6,隐藏裂缝,MG,d362686e60a64edb,2502.2391164843593,2587.642951667583,-85.40383518322369,0.033004489714543485,True,0,0,0.0,0.0,0.9212059384697454,1.0,1279.2391164843593,672.0,480.0,240.0,125.0,44.0
SCALE03,木板规模梯度3,board_scale,3,U7,复合扰动,MG,d362686e60a64edb,2502.2391164843593,2587.642951667583,-85.40383518322369,0.033004489714543485,False,3,1,0.5,0.5,0.7981102798570483,1.1111111111111112,1279.2391164843593,672.0,480.0,240.0,125.0,44.0
SCALE03,木板规模梯度3,board_scale,3,U0,基准情景,MG-LS,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,True,0,0,0.0,0.0,0.906031746031746,1.0,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U1,普通设备降速,MG-LS,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,0,2,0.7478991596638656,0.5420168067226889,0.9992530345471522,1.1204481792717087,1352.642951667583,672.0,480.0,240.0,125.0,32.0
SCALE03,木板规模梯度3,board_scale,3,U2,精密设备降速,MG-LS,d362686e60a64edb,2587.642951667583,2587.642951667583,0.0,0.0,False,0,2,1.625,1.125,1.0004761904761905,1.25,1352.642951667583,672.0,480.0,240.0,125.0,32.0
