case_id,case_name,factor,level,difficulty,method,solution_hash,feasible,status,objective_value,objective_decision,processed_count,ordinary_count,precision_count,unprocessed_count,mean_utilization,max_utilization,run_seconds,intrinsic_block_value,ordinary_processing_increment,precision_processing_increment,same_precision_reward,precision_mismatch_penalty,cross_crack_loss
C10,小规模极紧资源,scenario,,low_capacity,VDF,ef2655f3ee123214,True,Feasible,1036.1007464029112,210.0,6,5,1,18,0.7787433155080214,0.9191176470588235,0.0005762999999987528,844.1007464029113,300.0,120.0,0.0,210.0,18.0
C10,小规模极紧资源,scenario,,low_capacity,MG,40d721d88647f32c,True,Feasible,1126.1007464029112,300.0,5,5,0,19,0.6004901960784313,0.9191176470588235,0.005061500000000052,844.1007464029113,300.0,0.0,0.0,0.0,18.0
C10,小规模极紧资源,scenario,,low_capacity,MG-LS,40d721d88647f32c,True,Feasible,1126.1007464029112,300.0,5,5,0,19,0.6004901960784313,0.9191176470588235,0.06917269999999931,844.1007464029113,300.0,0.0,0.0,0.0,18.0
C11,精密设备增加与局部修正,scenario,,strong_adj,VF,363813246dbd6778,True,Feasible,2528.1572062317705,1130.0,18,12,6,12,0.8472126224227065,0.9920634920634921,0.0022745999999997935,1404.1572062317705,720.0,360.0,140.0,90.0,6.0
C11,精密设备增加与局部修正,scenario,,strong_adj,VDF,363813246dbd6778,True,Feasible,2528.1572062317705,1130.0,18,12,6,12,0.8472126224227065,0.9920634920634921,0.001716099999999443,1404.1572062317705,720.0,360.0,140.0,90.0,6.0
C11,精密设备增加与局部修正,scenario,,strong_adj,MG,191e7bfb357e76b8,True,Feasible,3433.1572062317705,2035.0,18,12,6,12,0.8762830107460479,0.9920634920634921,0.033519300000001806,1404.1572062317705,720.0,360.0,980.0,25.0,6.0
C11,精密设备增加与局部修正,scenario,,strong_adj,MG-LS,191e7bfb357e76b8,True,Feasible,3433.1572062317705,2035.0,18,12,6,12,0.8762830107460479,0.9920634920634921,1.8319042000000003,1404.1572062317705,720.0,360.0,980.0,25.0,6.0
C12,大规模严重瓶颈,scenario,,extreme,VF,09753e254a939509,True,Feasible,1985.8426175398013,352.0,16,14,2,32,0.8670000793839805,0.9287925696594429,0.005037299999997913,1753.8426175398013,336.0,216.0,0.0,200.0,120.0
C12,大规模严重瓶颈,scenario,,extreme,VDF,1e4e0e75408e06b2,True,Feasible,2035.8426175398013,402.0,16,14,2,32,0.8670000793839805,0.9287925696594429,0.004890199999998401,1753.8426175398013,336.0,216.0,90.0,240.0,120.0
C12,大规模严重瓶颈,scenario,,extreme,MG,bf96a69dd78f63fe,True,Feasible,2155.8426175398013,522.0,16,14,2,32,0.8670000793839805,0.9287925696594429,0.06539439999999885,1753.8426175398013,336.0,216.0,90.0,120.0,120.0
C12,大规模严重瓶颈,scenario,,extreme,MG-LS,bf96a69dd78f63fe,True,Feasible,2155.8426175398013,522.0,16,14,2,32,0.8670000793839805,0.9287925696594429,1.3025349000000013,1753.8426175398013,336.0,216.0,90.0,120.0,120.0
